2018-04-28,10
2018-04-29,10
2018-04-30,12
2018-05-01,16
2018-05-02,18
2018-05-03,16
2018-05-04,14
2018-05-05,10
2018-05-06,13
2018-05-07,14
2018-05-08,12
2018-05-09,13
2018-05-10,13
2018-05-11,11
2018-05-12,11
2018-05-13,13
2018-05-14,10
2018-05-15,14
2018-05-16,9
2018-05-17,12
2018-05-18,17
2018-05-19,15
2018-05-20,14
2018-05-21,14
2018-05-22,13
2018-05-23,11
2018-05-24,10
2018-05-25,16
2018-05-26,17
2018-05-27,15
2018-05-28,12
2018-05-29,10
2018-05-30,10
2018-05-31,11
2018-06-01,13
2018-06-02,8
2018-06-03,16
2018-06-04,13
2018-06-05,14
2018-06-06,10
2018-06-07,16
2018-06-08,12
2018-06-09,15
2018-06-10,13
2018-06-11,10
2018-06-12,14
2018-06-13,13
2018-06-14,13
2018-06-15,14
2018-06-16,23
2018-06-17,11
2018-06-18,13
2018-06-19,18
2018-06-20,12
2018-06-21,9
2018-06-22,13
2018-06-23,18
2018-06-24,13
2018-06-25,17
2018-06-26,13
2018-06-27,13
2018-06-28,13
2018-06-29,11
2018-06-30,14
2018-07-01,12
2018-07-02,11
2018-07-03,20
2018-07-04,11
2018-07-05,9
2018-07-06,13
2018-07-07,8
2018-07-08,15
2018-07-09,19
2018-07-10,11
2018-07-11,13
2018-07-12,6
2018-07-13,15
2018-07-14,8
2018-07-15,13
2018-07-16,13
2018-07-17,14
2018-07-18,10
2018-07-19,15
2018-07-20,18
2018-07-21,18
2018-07-22,12
2018-07-23,18
2018-07-24,11
2018-07-25,15
2018-07-26,14
2018-07-27,11
2018-07-28,15
2018-07-29,9
2018-07-30,12
2018-07-31,8
2018-08-01,15
2018-08-02,15
2018-08-03,9
2018-08-04,12
2018-08-05,15
2018-08-06,16
2018-08-07,20
2018-08-08,9
2018-08-09,11
2018-08-10,9
2018-08-11,11
2018-08-12,15
2018-08-13,13
2018-08-14,15
2018-08-15,15
2018-08-16,11
2018-08-17,16
2018-08-18,13
2018-08-19,13
2018-08-20,10
2018-08-21,12
2018-08-22,19
2018-08-23,18
2018-08-24,9
2018-08-25,11
2018-08-26,10
2018-08-27,9
2018-08-28,15
2018-08-29,10
2018-08-30,15
2018-08-31,13
2018-09-01,15
2018-09-02,17
2018-09-03,17
2018-09-04,12
2018-09-05,9
2018-09-06,20
2018-09-07,16
2018-09-08,17
2018-09-09,13
2018-09-10,14
2018-09-11,16
2018-09-12,11
2018-09-13,13
2018-09-14,13
2018-09-15,11
2018-09-16,21
2018-09-17,18
2018-09-18,11
2018-09-19,8
2018-09-20,14
2018-09-21,12
2018-09-22,20
2018-09-23,19
2018-09-24,16
2018-09-25,10
2018-09-26,10
2018-09-27,18
2018-09-28,10
2018-09-29,13
2018-09-30,14
2018-10-01,13
2018-10-02,12
2018-10-03,14
2018-10-04,10
2018-10-05,16
2018-10-06,10
2018-10-07,15
2018-10-08,16
2018-10-09,20
2018-10-10,14
2018-10-11,7
2018-10-12,14
2018-10-13,12
2018-10-14,15
2018-10-15,18
2018-10-16,16
2018-10-17,11
2018-10-18,13
2018-10-19,16
2018-10-20,15
2018-10-21,17
2018-10-22,6
2018-10-23,11
2018-10-24,19
2018-10-25,9
2018-10-26,12
2018-10-27,13
2018-10-28,13
2018-10-29,15
2018-10-30,15
2018-10-31,8
2018-11-01,20
2018-11-02,15
2018-11-03,14
2018-11-04,14
2018-11-05,12
2018-11-06,13
2018-11-07,17
2018-11-08,9
2018-11-09,11
2018-11-10,13
2018-11-11,15
2018-11-12,13
2018-11-13,14
2018-11-14,19
2018-11-15,13
2018-11-16,15
2018-11-17,15
2018-11-18,9
2018-11-19,8
2018-11-20,15
2018-11-21,13
2018-11-22,11
2018-11-23,10
2018-11-24,12
2018-11-25,12
2018-11-26,10
2018-11-27,13
2018-11-28,13
2018-11-29,5
2018-11-30,11
2018-12-01,16
2018-12-02,12
2018-12-03,15
2018-12-04,13
2018-12-05,13
2018-12-06,16
2018-12-07,10
2018-12-08,13
2018-12-09,11
2018-12-10,16
2018-12-11,14
2018-12-12,11
2018-12-13,11
2018-12-14,16
2018-12-15,12
2018-12-16,8
2018-12-17,17
2018-12-18,13
2018-12-19,8
2018-12-20,11
2018-12-21,13
2018-12-22,15
2018-12-23,11
2018-12-24,8
2018-12-25,13
2018-12-26,19
2018-12-27,13
2018-12-28,17
2018-12-29,18
2018-12-30,14
2018-12-31,12
